title,type,release_year,age_certification,runtime,genres,production_countries,seasons,_id,imdb_score,imdb_votes
Untold: Malice at the Palace,MOVIE,2021,R,69,"['crime', 'documentation', 'sport']",['US'],null,85802,7.5,7532
Baking Impossible,SHOW,2021,TV-PG,49,['reality'],['US'],1,171996,7,1004
Beyond Evil,SHOW,2021,TV-MA,66,"['crime', 'thriller', 'drama']",['KR'],1,634872,8.1,2776
Centaurworld,SHOW,2021,TV-Y7,29,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy']",['US'],2,919290,7.6,1939
Our Beloved Summer,SHOW,2021,TV-14,60,"['drama', 'comedy']",['KR'],1,,,
House of Secrets: The Burari Deaths,SHOW,2021,TV-MA,45,"['documentation', 'crime', 'history']",['IN'],1,167390,7.4,9504
Open Your Eyes,SHOW,2021,TV-MA,47,"['scifi', 'drama', 'thriller']",['PL'],1,495314,6.5,1413
Savage Beauty,SHOW,2022,TV-MA,0,['drama'],['US'],1,,,
Tiger King: The Doc Antle Story,SHOW,2021,TV-MA,42,"['crime', 'documentation']",['US'],1,307970,6.2,1330
Tear Along the Dotted Line,SHOW,2021,TV-14,19,"['drama', 'comedy', 'animation']",['IT'],1,614372,8.7,7595
Pray Away,MOVIE,2021,PG-13,101,['documentation'],['US'],null,224358,6.5,2714
Feels Like Ishq,SHOW,2021,TV-MA,42,"['drama', 'romance', 'comedy']",['IN'],1,163838,6.4,1514
The Creature Cases,SHOW,2022,TV-Y,0,"['animation', 'family', 'action', 'comedy']",['US'],1,527326,,
Octonauts: Above & Beyond,SHOW,2021,TV-Y,25,"['family', 'animation']",['KR'],1,211330,7.4,66
The Crew,SHOW,2021,TV-14,29,['comedy'],['US'],1,971022,6.5,5396
The Unlikely Murderer,SHOW,2021,TV-MA,46,"['drama', 'crime']",['SE'],1,735930,7,3954
A Boy Called Christmas,MOVIE,2021,PG,106,"['family', 'fantasy', 'drama']",['GB'],null,187208,6.7,20838
Byron Baes,SHOW,2022,TV-MA,45,['reality'],['AU'],1,537060,2.6,445
The Kingdom,SHOW,2021,TV-MA,47,"['drama', 'crime']",['AR'],1,68148,6.5,1319
40 Love,MOVIE,2021,R,98,['comedy'],"['US', 'MX']",null,,,
Spycraft,SHOW,2021,TV-MA,34,['documentation'],['US'],1,789092,6.7,1976
"Sex, Love & Goop",SHOW,2021,TV-MA,35,"['comedy', 'romance']",['US'],1,470160,4.8,713
Elite Short Stories: Guzmán Caye Rebe,SHOW,2021,TV-MA,12,"['drama', 'crime', 'thriller']",['ES'],1,668192,7.4,2254
Elite Short Stories: Patrick,SHOW,2021,TV-MA,12,"['comedy', 'drama']",['ES'],1,306836,6.1,671
The Seventh Day,MOVIE,2021,R,87,['horror'],['US'],null,263022,4.5,4248
Top Secret UFO Projects: Declassified,SHOW,2021,TV-PG,43,['documentation'],['GB'],1,992232,5.5,1371
Thunder Force,MOVIE,2021,PG-13,107,"['scifi', 'comedy', 'fantasy', 'action']",['US'],null,121392,4.4,40788
Getting Curious with Jonathan Van Ness,SHOW,2022,TV-MA,26,"['comedy', 'reality']",['US'],1,584084,7,494
The Orbital Children,SHOW,2022,TV-14,32,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['JP'],2,351614,6.4,497
Move to Heaven,SHOW,2021,TV-MA,52,['drama'],['KR'],1,52470,8.6,5307
Gabby's Dollhouse,SHOW,2021,TV-Y,23,"['fantasy', 'animation', 'comedy', 'family']",['US'],4,65438,7.2,344
Fatma,SHOW,2021,TV-MA,42,"['crime', 'drama', 'thriller']",['TR'],1,961378,7.4,8185
Single’s Inferno,SHOW,2021,TV-PG,64,['reality'],['KR'],2,283666,7.2,1460
Outside the Wire,MOVIE,2021,R,116,"['scifi', 'thriller', 'action', 'fantasy']",['US'],null,451914,5.4,41562
The Loud House Movie,MOVIE,2021,G,83,"['animation', 'action', 'thriller', 'fantasy', 'drama', 'family', 'music', 'comedy']",['US'],null,14432,6.2,1893
Inspector Koo,SHOW,2021,TV-14,69,"['action', 'comedy', 'thriller']",['KR'],1,731794,6.9,534
Last Chance U: Basketball,SHOW,2021,TV-MA,60,"['documentation', 'sport']",['US'],1,87512,8.3,2429
Waffles + Mochi,SHOW,2021,TV-Y,30,['family'],['US'],1,35218,7.5,463
Love is Blind: Japan,SHOW,2022,TV-PG,57,"['reality', 'romance']",['JP'],1,943826,7.1,394
Back to 15,SHOW,2022,TV-14,39,"['comedy', 'drama']",['BR'],1,301854,6.6,574
Battle Kitty,SHOW,2022,TV-Y7,32,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1,50740,7.4,60
Once Upon a Time... Happily Never After,SHOW,2022,TV-MA,30,"['scifi', 'comedy', 'fantasy']",['ES'],1,560186,5.4,437
Aranyak,SHOW,2021,TV-MA,41,"['crime', 'thriller', 'drama']",['IN'],1,167344,7.9,7629
Ganglands,SHOW,2021,TV-MA,46,"['action', 'crime', 'drama', 'thriller']",['FR'],1,278100,7,2460
Shaun the Sheep: The Flight Before Christmas,MOVIE,2021,G,30,"['comedy', 'animation', 'family']",['GB'],null,857304,7.3,1448
Elite Short Stories: Nadia Guzmán,SHOW,2021,TV-MA,11,"['drama', 'romance']",['ES'],1,671790,6.3,1851
Swap Shop,SHOW,2021,TV-14,30,['reality'],['US'],2,674202,6.7,325
Headspace Guide to Meditation,SHOW,2021,TV-G,22,"['documentation', 'animation']",['US'],1,617024,8.4,1540
Twenty Somethings: Austin,SHOW,2021,TV-MA,30,['reality'],['US'],1,204216,6,427
The Parisian Agency: Exclusive Properties,SHOW,2021,TV-14,54,['reality'],['FR'],2,746934,7.4,593
The Kissing Booth 3,MOVIE,2021,PG-13,112,"['romance', 'comedy']","['US', 'ZA', 'GB']",null,783454,4.7,15536
Penguin Town,SHOW,2021,TV-G,30,"['documentation', 'drama', 'family', 'comedy']",['ZA'],1,677850,7.9,824
Kitz,SHOW,2021,TV-MA,44,"['thriller', 'drama']","['AT', 'DE']",1,104930,5.7,2302
This Is Pop,SHOW,2021,TV-MA,44,"['music', 'documentation']",['CA'],1,155414,6.9,1076
Pelé,MOVIE,2021,PG-13,108,"['documentation', 'sport']",['GB'],null,842562,7,4169
Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,R,84,"['documentation', 'crime']",['GB'],null,85784,6.3,3123
Transformers: War for Cybertron: Kingdom,SHOW,2021,TV-Y7,24,"['action', 'scifi']",['US'],1,,,
Found,MOVIE,2021,PG,97,"['documentation', 'drama']","['US', 'CN']",null,622146,7.5,1145
Luna Park,SHOW,2021,TV-MA,50,"['drama', 'romance']",['IT'],1,349110,6.4,691
Forecasting Love and Weather,SHOW,2022,TV-14,66,"['drama', 'romance']",['KR'],1,140592,7.2,1016
Ride or Die,MOVIE,2021,R,142,"['thriller', 'drama', 'romance']",['JP'],null,164234,5.5,1808
Monster,MOVIE,2021,R,98,"['drama', 'crime']","['CA', 'US']",null,229074,6.5,5574
Amend: The Fight for America,SHOW,2021,TV-MA,59,"['war', 'documentation', 'history']",['US'],1,972246,7.8,1281
Go Dog Go,SHOW,2021,TV-Y,24,['animation'],['US'],2,687202,7.2,179
Mobile Suit Gundam Hathaway,MOVIE,2021,PG-13,96,"['drama', 'romance', 'scifi', 'animation', 'action']",['JP'],null,288678,6.6,1331
This Is the Night,MOVIE,2021,R,100,"['drama', 'comedy']",['US'],null,30548,5.5,556
Selling Tampa,SHOW,2021,TV-MA,40,['reality'],['US'],1,227948,4.4,708
The Whole Truth,MOVIE,2021,R,125,"['horror', 'thriller', 'drama']",['TH'],null,850662,5.1,3073
Elves,SHOW,2021,TV-14,24,"['fantasy', 'horror', 'thriller', 'family', 'drama', 'scifi']",['DK'],1,231962,5.5,4075
Light the Night,SHOW,2021,TV-MA,57,"['drama', 'thriller', 'crime']",['TW'],3,808044,7.4,968
800 Meters,SHOW,2022,TV-MA,52,"['documentation', 'crime']",['ES'],1,323170,6.9,459
Action Pack,SHOW,2022,TV-Y,28,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],1,527308,6.5,66
Pui Pui Molcar,SHOW,2021,TV-Y7,2,"['animation', 'comedy', 'family']",['JP'],1,202738,8.1,335
Generation 56K,SHOW,2021,TV-14,30,"['comedy', 'drama', 'romance']",['IT'],1,524842,7.4,2317
Call My Agent Bollywood,SHOW,2021,TV-MA,45,"['drama', 'comedy']",['IN'],1,282662,7.4,6162
Elite Short Stories: Omar Ander Alexis,SHOW,2021,TV-MA,12,"['drama', 'crime', 'thriller']",['ES'],1,676004,7.3,1903
"Young, Famous & African",SHOW,2022,TV-MA,43,['reality'],['ZA'],1,302054,4.6,354
Skater Girl,MOVIE,2021,PG,107,"['drama', 'family', 'sport']","['IN', 'US']",null,64940,6.6,4180
Penguin Bloom,MOVIE,2021,PG-13,95,['drama'],"['AU', 'US']",null,17656,6.8,9792
Elite Short Stories: Carla Samuel,SHOW,2021,TV-MA,14,"['drama', 'romance']",['ES'],1,675560,6.9,2609
Kid Cosmic,SHOW,2021,TV-Y7,23,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],3,48538,7.9,1354
Framed! A Sicilian Murder Mystery,SHOW,2022,TV-MA,31,"['comedy', 'crime']",['IT'],1,745502,6.8,900
AlRawabi School for Girls,SHOW,2021,TV-14,48,['drama'],['JO'],1,183912,7.4,5708
Until Life Do Us Part,SHOW,2021,TV-MA,41,['drama'],['PT'],1,53042,7.4,631
50M2,SHOW,2021,TV-MA,49,"['comedy', 'drama', 'thriller', 'crime']",['TR'],1,617848,6.9,5516
Savage Rhythm,SHOW,2022,TV-MA,38,"['drama', 'music']",['CO'],1,76336,6.3,28
Coming Out Colton,SHOW,2021,TV-MA,36,['reality'],['US'],1,527650,6.7,1087
I Am Georgina,SHOW,2022,TV-14,41,['reality'],['ES'],1,494864,3.9,2729
The Devil Below,MOVIE,2021,R,89,"['horror', 'thriller']",['US'],null,99850,4.2,4093
Angry Birds: Summer Madness,SHOW,2022,TV-Y7,14,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],1,27896,6.3,436
The Lost Pirate Kingdom,SHOW,2021,TV-MA,43,"['documentation', 'drama', 'history']",['US'],1,57360,6.6,2702
Sky Rojo,SHOW,2021,TV-MA,27,"['action', 'crime', 'drama', 'thriller']",['ES'],3,90776,6.5,8569
Johnny Hallyday: Beyond Rock,SHOW,2022,TV-14,35,"['documentation', 'music']",['US'],1,274456,7,94
Why Did You Kill Me?,MOVIE,2021,R,83,"['documentation', 'crime']",['US'],null,318430,5.6,4057
Chicago Party Aunt,SHOW,2021,TV-MA,23,"['comedy', 'animation']",['US'],1,125616,5.3,1383
Money Heist: From Tokyo to Berlin,SHOW,2021,TV-MA,53,"['documentation', 'crime', 'drama']",['ES'],2,384346,7.7,836
Queer Eye Germany,SHOW,2022,TV-14,50,['reality'],['DE'],1,369694,7.5,788
Broken Idol: The Undoing of Diomedes Díaz,MOVIE,2022,R,102,"['documentation', 'crime']",['CO'],null,750180,6.1,144
Naomi Osaka,SHOW,2021,TV-14,37,"['documentation', 'sport']",['US'],1,898920,6.2,1287
Sexify,SHOW,2021,TV-MA,44,"['drama', 'comedy']",['PL'],1,315542,6.5,4907
JAPAN SINKS: People of Hope,SHOW,2021,TV-14,54,"['scifi', 'war', 'drama']",['JP'],1,569106,6.7,404
Invisible City,SHOW,2021,TV-MA,36,"['drama', 'fantasy', 'thriller', 'crime']",['BR'],2,78862,7.7,18
The Time It Takes,SHOW,2021,TV-MA,13,"['drama', 'romance', 'comedy']",['ES'],1,322938,7.1,1183
Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,2021,PG-13,95,"['documentation', 'history', 'sport']",['US'],null,95938,6.9,906
Too Hot to Handle: Brazil,SHOW,2021,TV-MA,56,"['reality', 'romance']",['BR'],1,902484,5.4,443
That Girl Lay Lay,SHOW,2021,TV-G,23,['comedy'],['US'],2,442054,3.4,232
Alessandro Cattelan: One Simple Question,SHOW,2022,TV-MA,30,"['comedy', 'reality']",['IT'],1,326678,6.5,157
Anonymously Yours,MOVIE,2021,R,101,"['romance', 'drama']",['MX'],null,88568,5.7,1541
Worn Stories,SHOW,2021,TV-MA,30,['documentation'],['US'],1,177168,6.6,311
Everything Will Be Fine,SHOW,2021,TV-MA,32,"['comedy', 'drama']",['MX'],1,101964,6.2,335
Fishbowl Wives,SHOW,2022,TV-MA,43,"['drama', 'romance']",['JP'],1,410190,6.1,704
Soil,SHOW,2021,TV-MA,48,"['comedy', 'drama']",['BE'],1,319674,7.2,478
Eternally Confused and Eager for Love,SHOW,2022,TV-MA,23,"['comedy', 'romance']",['IN'],1,274188,6.7,1302
"Love, Life & Everything in Between",SHOW,2022,TV-14,27,"['drama', 'comedy', 'romance']",['SA'],1,253682,5.3,65
Daughter from Another Mother,SHOW,2021,TV-MA,38,"['romance', 'fantasy', 'comedy', 'drama']",['MX'],2,937732,7.2,1766
Dynasty Warriors,MOVIE,2021,PG-13,117,"['action', 'fantasy']","['NZ', 'HK']",null,87604,4.7,2079
John of God: The Crimes of a Spiritual Healer,SHOW,2021,TV-MA,50,"['crime', 'documentation']",['BR'],1,233856,6.5,777
Insiders,SHOW,2021,TV-MA,48,['reality'],['ES'],2,436028,4.2,609
Too Hot to Handle: Latino,SHOW,2021,TV-14,36,"['reality', 'romance']",['MX'],1,251764,5.2,260
Forgive Us Our Trespasses,MOVIE,2022,PG-13,13,['drama'],['US'],null,162524,6.5,
Pedal to Metal,SHOW,2022,TV-MA,38,"['action', 'crime', 'thriller', 'drama']",['MX'],1,16440,7.5,51
D.P.,SHOW,2021,TV-MA,62,['action'],['KR'],1,,,
Midnight Asia: Eat · Dance · Dream,SHOW,2022,TV-MA,37,['documentation'],['SG'],1,583602,6.6,474
Dad Stop Embarrassing Me!,SHOW,2021,TV-14,25,"['comedy', 'family']",['US'],1,18090,4.1,1853
Mine,SHOW,2021,TV-14,69,['drama'],['KR'],1,23192,7.8,1101
Sharkdog,SHOW,2021,TV-Y,0,"['comedy', 'family', 'animation']","['SG', 'US']",1,211696,6.2,136
Cat People,SHOW,2021,TV-14,32,['documentation'],['US'],1,818454,6.3,266
Bright: Samurai Soul,MOVIE,2021,PG-13,80,"['animation', 'action', 'fantasy', 'thriller']",['JP'],null,837960,5.5,800
Love Is Blind: Brazil,SHOW,2021,TV-MA,56,"['romance', 'reality']",['BR'],1,18224,6.1,425
Tattoo Redo,SHOW,2021,TV-MA,30,['reality'],['US'],1,956090,5.8,680
Bake Squad,SHOW,2021,TV-PG,38,['reality'],['US'],1,78760,6.9,651
Country Comfort,SHOW,2021,TV-PG,24,"['drama', 'comedy', 'action', 'family', 'music']",['US'],1,717394,6.9,3301
Secrets of Summer,SHOW,2022,TV-Y,30,"['drama', 'family', 'music']",['ES'],1,379170,5.9,110
Two Distant Strangers,MOVIE,2021,R,32,['drama'],['US'],null,472984,,
Adventure Beast,SHOW,2021,TV-MA,19,"['comedy', 'animation']",['US'],1,478708,5.2,496
Untold: Breaking Point,MOVIE,2021,R,79,"['documentation', 'sport']",['US'],null,101938,7.6,2400
Transformers: BotBots,SHOW,2022,TV-Y,25,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1,202476,6.8,68
A California Christmas: City Lights,MOVIE,2021,PG-13,105,"['romance', 'comedy', 'drama']",['US'],null,701962,5.5,2231
Zero,SHOW,2021,TV-MA,24,"['scifi', 'action', 'comedy', 'drama', 'fantasy']",['IT'],1,619486,5.6,1270
Headspace Guide to Sleep,SHOW,2021,TV-G,19,"['animation', 'documentation']",['US'],1,318406,6.8,445
Dealer,SHOW,2021,TV-MA,32,"['action', 'drama', 'crime', 'thriller']",['FR'],1,702252,6.1,659
A Tale Dark & Grimm,SHOW,2021,TV-Y7,31,"['comedy', 'family', 'fantasy', 'animation', 'action']","['ES', 'US']",1,86826,7.3,1193
Ray,SHOW,2021,TV-MA,59,"['drama', 'thriller', 'crime']",['IN'],1,160660,7.2,8668
Murder by the Coast,MOVIE,2021,PG-13,88,"['crime', 'history', 'thriller', 'documentation']",['ES'],null,323092,6.5,2054
Je suis Karl,MOVIE,2021,R,126,"['drama', 'thriller', 'european', 'romance']","['CZ', 'DE']",null,5538,5.4,889
Your Life is a Joke,SHOW,2021,TV-MA,37,"['comedy', 'documentation']",['DE'],1,663868,5.5,83
Father Christmas Is Back,MOVIE,2021,PG-13,105,['comedy'],['GB'],null,103340,4.5,5622
Hype House,SHOW,2022,TV-MA,32,['reality'],['US'],1,257704,2.3,2860
A Family,MOVIE,2021,R,136,"['crime', 'drama']",['JP'],null,356884,7,2158
Word of Honor,SHOW,2021,TV-14,43,"['action', 'scifi']",['CN'],1,,,
Forever Rich,MOVIE,2021,R,89,"['drama', 'comedy', 'music', 'thriller', 'crime']",['NL'],null,748300,5.5,993
Ridley Jones,SHOW,2021,TV-Y,28,"['animation', 'comedy', 'family', 'fantasy']",['US'],3,351440,4.7,223
Myth and Mogul: John DeLorean,SHOW,2021,TV-14,44,"['documentation', 'crime']",['US'],1,968268,6.8,1009
Cooking With Paris,SHOW,2021,TV-MA,23,['reality'],['US'],1,36422,5.2,1055
Cousins,MOVIE,2021,R,98,['drama'],['NZ'],null,483044,6.9,474
Dogs in Space,SHOW,2021,TV-Y7,22,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],1,906826,7.2,560
Human: The World Within,SHOW,2021,TV-PG,52,['documentation'],['US'],1,574154,6.8,697
Taarak Mehta Kka Chhota Chashmah,SHOW,2021,TV-Y,22,"['animation', 'comedy']",['IN'],1,438518,6.8,74
Crime Stories: India Detectives,SHOW,2021,TV-MA,52,"['documentation', 'crime']",['IN'],1,178956,7.2,934
The World's Most Amazing Vacation Rentals,SHOW,2021,TV-PG,35,['reality'],['US'],2,691382,6.7,1278
The Hungry and the Hairy,SHOW,2021,TV-14,63,['reality'],['KR'],1,88530,7.5,218
Somos.,SHOW,2021,TV-MA,47,"['drama', 'history', 'crime']",['MX'],1,719590,7.1,1108
The Princess Switch 3: Romancing the Star,MOVIE,2021,PG,106,"['romance', 'comedy', 'drama', 'family']",['US'],null,731142,5.5,5618
Racket Boys,SHOW,2021,TV-14,70,"['comedy', 'family', 'drama', 'sport']",['KR'],1,482414,1.8,27484
Biggie: I Got a Story to Tell,MOVIE,2021,R,97,"['music', 'documentation']",['US'],null,58484,6.8,4934
Camp Confidential: America's Secret Nazis,MOVIE,2021,PG-13,34,"['animation', 'history', 'documentation']",['US'],null,470770,6.3,
Decoupled,SHOW,2021,TV-MA,30,"['comedy', 'drama']",['IN'],1,167338,8,6379
Rebelde,SHOW,2022,TV-MA,39,"['drama', 'comedy', 'music', 'romance', 'family']",['MX'],2,153686,6.2,2122
Karma's World,SHOW,2021,TV-Y,11,"['animation', 'comedy', 'family']",['US'],2,321232,6.2,134
The Women and the Murderer,MOVIE,2021,PG-13,92,"['crime', 'documentation']",['FR'],null,216504,6.4,1158
Monster Hunter: Legends of the Guild,MOVIE,2021,PG-13,58,['fantasy'],['US'],null,,,
"Fresh, Fried & Crispy",SHOW,2021,TV-PG,25,"['documentation', 'reality']",['US'],1,644428,6.2,603
Adam by Eve: A Live in Animation,MOVIE,2022,PG-13,58,"['drama', 'animation', 'music']",['JP'],null,274178,6.5,173
Remember You,SHOW,2021,TV-MA,67,"['action', 'crime', 'drama', 'romance']",['TH'],1,344082,7.4,65
AI Love You,MOVIE,2022,PG-13,95,"['romance', 'drama', 'scifi']",['TH'],null,182810,4.4,529
Amina,MOVIE,2021,PG-13,120,"['drama', 'action', 'history']",['NG'],null,858090,3.9,289
Fate: The Winx Saga - The Afterparty,MOVIE,2021,PG-13,31,"['comedy', 'fantasy', 'reality']","['GB', 'IT']",null,81914,6.2,69
Till Death,SHOW,2021,TV-MA,53,['drama'],['LB'],2,,,
Scaredy Cats,SHOW,2021,TV-G,26,"['scifi', 'family', 'fantasy', 'comedy']",['US'],1,387774,6.2,338
We the People,SHOW,2021,TV-Y7,5,"['family', 'music', 'animation', 'comedy']",['US'],1,770480,3.4,674
My Love: Six Stories of True Love,SHOW,2021,TV-PG,70,"['reality', 'romance', 'documentation']",['US'],1,267526,7.5,281
The War Next-door,SHOW,2021,TV-MA,32,['comedy'],['MX'],1,821886,5.6,373
Marriage or Mortgage,SHOW,2021,TV-G,40,['reality'],['US'],1,37542,5.1,433
Kapil Sharma: I'm Not Done Yet,MOVIE,2022,R,54,['comedy'],['IN'],null,867200,6.9,3950
The Future Diary,SHOW,2021,TV-PG,33,"['reality', 'romance']",['JP'],2,567380,7.9,97
Race: Bubba Wallace,SHOW,2022,TV-MA,47,"['documentation', 'sport']",['US'],1,513646,5.9,402
The Father Who Moves Mountains,MOVIE,2021,PG-13,108,"['thriller', 'drama']","['RO', 'SE']",null,86670,5.5,3385
The Wedding Coach,SHOW,2021,TV-MA,32,"['comedy', 'reality']",['US'],1,210424,4.9,85
LOL Surprise: The Movie,MOVIE,2021,G,47,['animation'],['US'],null,,,
Haunted: Latin America,SHOW,2021,TV-14,33,"['reality', 'horror']","['FR', 'IT']",1,164238,5.3,572
Untold: Caitlyn Jenner,MOVIE,2021,R,69,"['documentation', 'sport']",['US'],null,101946,6.4,2384
Lords of Scam,MOVIE,2021,R,105,"['documentation', 'crime']",['FR'],null,711402,6.3,568
Pet Stars,SHOW,2021,TV-PG,27,"['reality', 'family']",['US'],1,318392,4.9,117
Puff: Wonders of the Reef,MOVIE,2021,PG,59,"['documentation', 'family']","['AU', 'US']",null,753666,7.1,743
Dive Club,SHOW,2021,TV-PG,0,"['drama', 'family']",['AU'],1,275052,6.2,789
Elize Matsunaga: Once Upon a Crime,SHOW,2021,TV-MA,49,"['crime', 'documentation']",['BR'],1,856998,5.9,2088
The House of Flowers: The Movie,MOVIE,2021,R,86,"['drama', 'comedy']",['MX'],null,549558,5.5,836
Cat Burglar,MOVIE,2022,PG-13,12,['animation'],"['IE', 'GB']",null,321170,6.9,
"Nevenka, Breaking The Silence",SHOW,2021,TV-14,38,"['documentation', 'crime']",['ES'],1,91172,6.9,658
Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,2022,TV-14,61,"['documentation', 'crime']",['BR'],1,274172,6.3,193
The New Adventures of Oggy,SHOW,2021,TV-Y,15,"['comedy', 'family', 'action', 'animation']",['US'],1,194006,6.6,38
African Knock Out Show,SHOW,2022,TV-14,32,[],['US'],1,,,
Creating The Queen's Gambit,MOVIE,2021,PG-13,14,['documentation'],['US'],null,818410,6.9,577
Octonauts: The Ring of Fire,MOVIE,2021,G,72,['animation'],"['CN', 'GB']",null,779166,6.5,126
Alma Matters: Inside the IIT Dream,SHOW,2021,TV-MA,51,"['drama', 'documentation']",['IN'],1,512938,8.3,2323
Honey Girls,MOVIE,2021,PG,90,"['family', 'music', 'comedy']",['US'],null,847606,5,154
Jiva!,SHOW,2021,TV-MA,38,['drama'],['ZA'],1,564616,5.5,263
Resort to Love,MOVIE,2021,PG,101,"['comedy', 'romance']",['US'],null,929990,5.7,5586
Hate by Dani Rovira,MOVIE,2021,PG-13,82,['comedy'],['ES'],null,323128,6.7,419
I Heart Arlo,SHOW,2021,TV-Y7,15,"['comedy', 'family', 'animation']",['US'],1,573450,7,204
Canine Intervention,SHOW,2021,TV-14,35,"['documentation', 'reality']",['US'],1,932598,6.5,886
Reasonable Doubt: A Tale of Two Kidnappings,SHOW,2021,TV-MA,47,"['crime', 'documentation']",['MX'],1,796900,7.6,179
Metal Shop Masters,SHOW,2021,TV-MA,0,['reality'],['US'],1,216520,5.6,546
Headspace Unwind you Mind,MOVIE,2021,G,15,"['animation', 'documentation']",['US'],null,684160,7.2,132
Revelations: The Masters of the Universe: Revelation Aftershow,SHOW,2021,TV-PG,25,['action'],['US'],1,,,
Shadow and Bone - The Afterparty,MOVIE,2021,R,32,[],"['HU', 'CA']",null,,,
Titletown High,SHOW,2021,TV-14,34,"['reality', 'sport']",['US'],1,192032,5.4,318
Magic for Humans Spain,SHOW,2021,TV-MA,23,"['reality', 'comedy']",['ES'],1,136320,6,77
This Little Love of Mine,MOVIE,2021,G,91,['romance'],['AU'],null,546872,5.3,2393
Let's Fight Ghost,SHOW,2021,TV-14,65,"['drama', 'action', 'fantasy', 'horror', 'romance']",['TH'],1,168868,7.5,98
"Strip Down, Rise Up",MOVIE,2021,R,112,['documentation'],['US'],null,787118,5.3,634
How to Be A Cowboy,SHOW,2021,TV-PG,25,['reality'],['US'],1,438900,6.8,145
Stories of a Generation - with Pope Francis,SHOW,2021,TV-14,46,['documentation'],['IT'],1,784364,7.4,202
Bangkok Breaking,SHOW,2021,TV-MA,60,"['drama', 'thriller', 'action', 'crime']",['TH'],1,202282,5.9,281
The Mystic River,SHOW,2021,TV-14,40,['horror'],['US'],1,134080,,
Yeh Kaali Kaali Ankhein,SHOW,2022,TV-MA,40,['drama'],['IN'],1,,,
Kayko and Kokosh,SHOW,2021,TV-PG,13,"['animation', 'comedy', 'fantasy', 'action']",['PL'],2,979288,6.3,314
The Upshaws - The Afterparty,MOVIE,2021,R,32,[],['US'],null,,,
Juanpis González - The Series,SHOW,2022,TV-MA,26,"['comedy', 'drama']",['CO'],1,494894,6.8,339
Let's Eat,SHOW,2021,TV-14,60,"['drama', 'comedy']",['TH'],1,978704,8.2,5
Johnny Test's Ultimate Meatloaf Quest,MOVIE,2021,G,20,"['animation', 'family']",['US'],null,717738,7,24
Jailbirds New Orleans,SHOW,2021,TV-MA,41,"['documentation', 'reality']",['US'],1,320436,6.6,205
Bombay Begums,SHOW,2021,TV-MA,49,['drama'],['IN'],1,238792,5.3,4841
Sisters on Track,MOVIE,2021,PG,96,"['documentation', 'sport']",['US'],null,37574,5.8,195
Prime Time,MOVIE,2021,R,93,"['thriller', 'drama']",['PL'],null,460976,5.2,1757
Team Zenko Go,SHOW,2022,TV-Y,20,"['action', 'animation', 'family']",['US'],1,274176,7.2,21
Thalaivii,MOVIE,2021,G,153,['drama'],['IN'],null,152736,5.9,30439
Convergence: Courage in a Crisis,MOVIE,2021,R,113,['documentation'],"['US', 'GB']",null,398694,5.4,252
We Are: The Brooklyn Saints,SHOW,2021,TV-14,47,"['documentation', 'sport']",['US'],1,656220,6.5,156
Buried by the Bernards,SHOW,2021,TV-14,0,['reality'],['US'],1,848380,7.3,339
Angèle,MOVIE,2021,R,84,"['music', 'documentation']","['FR', 'BE']",null,820298,7,493
Brave Animated Series,SHOW,2021,TV-MA,26,"['action', 'animation']",['TW'],1,545256,,
Ginny & Georgia - The Afterparty,MOVIE,2021,R,35,[],"['US', 'CA']",null,,,
Trese After Dark,MOVIE,2021,PG-13,36,['documentation'],['PH'],null,,,
Summer Heat,SHOW,2022,TV-MA,48,"['drama', 'romance']",['BR'],1,655298,5.5,265
Newton's Cradle,SHOW,2021,TV-14,41,"['drama', 'thriller']",['EG'],1,703922,8,1565
Navarasa,SHOW,2021,TV-MA,34,['drama'],['IN'],1,357946,5.9,3470
I Need Romance,SHOW,2021,TV-14,45,"['drama', 'romance']",['TH'],1,77338,7.8,24
The Last Kids on Earth: Happy Apocalypse to You,MOVIE,2021,G,91,"['comedy', 'fantasy']",['CA'],null,,,
The Five Juanas,SHOW,2021,TV-MA,34,['drama'],['MX'],1,377930,6.9,1728
Abla Fahita: Drama Queen,SHOW,2021,TV-14,25,"['drama', 'comedy', 'crime']",['XX'],1,570224,6.6,433
Barbie: It Takes Two,SHOW,2022,TV-Y,22,[],['US'],1,178656,,
Christmas Flow,SHOW,2021,TV-MA,50,"['music', 'romance', 'comedy']",['FR'],1,340790,5.8,702
Korean Cold Noodle Rhapsody,SHOW,2021,TV-PG,49,['documentation'],['KR'],1,772846,7.3,15
Stuck Apart,MOVIE,2021,R,96,"['comedy', 'drama']",['TR'],null,213372,6,10418
